1,2,3,4,5,6,7,8,9,10,11,12,13,14
9.17,65,121.36,6.19,0,0.0258,5.808432836,0.852758621,1.666933333,1.732411765,10.70134254,47.16314507,100,0
7.72,55,124.26,10.69,0.41,0.7062,13.88157143,0.469591837,2.0978125,46.12567568,14.15575564,41.0880105,96.55,0
9.17,58,121.36,0,2.1,0.0235,5.30828125,0.295454545,0.592727273,27.16766467,11.04252304,33.06425508,97.3,0
9.17,16,121.36,5.96,0.79,1.7909,29.8778866,0.525515464,3.089226804,144.9559278,2.089440803,17.74116052,96.86,0
9.17,50,121.36,0,4.72,1.5791,16.39116162,0.433873874,1.071441441,65.07581227,14.90901673,40.90194458,94.4,0
9.17,58,121.36,6.14,6.01,1.2113,20.90985646,0.452649007,0.92384106,94.2507177,13.50273496,30.03180102,85.95,0
9.17,74,121.36,5.74,2.4,2.4786,28.30911917,0.494766839,1.705233161,151.6829534,6.872675725,25.42799143,100,0
9.17,16,121.36,11.59,2.2,1.1614,28.82041935,0.399967742,1.749676375,108.0456774,5.178649736,18.71745946,99.8,0
9.17,95,121.36,5.03,0.27,0.7152,25.22836066,0.496567164,0.534552239,46.06711538,9.968465267,30.52237616,99.14,0
9.17,66,121.36,10.14,0.92,0.9828,25.391,0.3281,1.3704,98.61,10.47901072,40.04250089,97.1,0
9.17,129,121.36,4.99,2.67,1.8729,28.32915194,0.537349823,1.789823322,98.25318182,5.748216312,26.12920136,96.79,0
9.17,65,121.36,3.18,0.73,2.2716,24.68553571,0.768392857,1.512678571,198.1404348,10.84328678,28.03306802,98.2,0
9.17,119,121.36,5.02,2.96,0.7429,19.12484848,0.440909091,1.877272727,117.4242424,13.99470485,37.85208557,98.8,0
9.17,98,121.36,2.67,0.73,1.2456,21.82890909,0.314181818,0.748909091,113.5545455,12.79668315,27.8069391,90.7,0
7.72,35,124.26,8.76,0.07,0.0781,6.448356164,2.147118644,3.783220339,10.69863014,11.66446968,43.59227193,99,0
9.17,107,121.36,9.41,33,0.6835,17.83552632,0.937236842,2.163684211,97.76315789,14.24840009,41.29589307,96.4,0
9.17,99,121.36,6.16,0.4,0.1921,17.16666667,1.845396825,4.252222222,31.23809524,13.42003978,27.06734513,70.6,0
9.17,118,121.36,10.05,2.54,0.036,27.31992366,0.419351145,0.933396947,49.48770992,8.433700232,32.27526885,99.22,0
9.17,60,121.36,3.57,0.61,3.1332,23.90911215,0.584719101,0.98247191,142.4230909,11.57843165,30.95985036,95.83,0
9.17,83,121.36,4.71,3.3,1.6387,13.707,0.317388889,1.189388889,78.77841346,14.60114474,41.78968813,98.5,0
7.72,74,124.26,0,0.75,3.7336,14.9178022,0.504320988,0.520987654,167.5067265,14.53674265,41.12494745,97.9,0
9.17,74,121.36,2.45,1.34,0.6459,19.99580247,0.468641975,0.895061728,83.45679012,12.92958844,38.53492576,97.6,0
9.17,70,121.36,2.42,3.26,0.0426,29.67244635,0.529313305,1.374806867,141.7708155,3.51762392,14.08882257,94.27,0
9.17,69,121.36,2.76,1.03,0.4199,13.4399,0.2236,0.8045,33.608,14.73813774,36.50472605,97.4,0
7.72,62,124.26,5.6,3.26,3.4468,29.05468927,0.21819209,0.995028249,194.7205085,5.628441678,21.35886755,90.73,0
9.17,83,121.36,4.87,1.54,3.5162,29.22159204,0.40761194,1.508606965,174.9534826,3.96537154,16.23612298,97.4,0
7.72,50,124.26,5.29,1.67,0.0007,0.181428571,0.1216,0.1472,0.25,0.677816288,21.87541085,82.8,0
9.17,62,121.36,5.14,0.57,2.2469,29.02441624,0.324467005,1.614263959,114.0447208,4.509414787,19.17020593,100,0
7.72,86,124.26,8.64,2.07,2.8288,29.15879781,0.312021858,2.223387978,154.5933333,3.965562565,9.120301693,97.06,0
9.17,120,121.36,3.16,0.48,0.4954,16.1856,0.45,0.9799,42.21206478,14.85787613,17.00064724,99.6,0
9.17,135,121.36,5.63,7.62,1.3362,22.85713355,0.3781893,1.35768595,136.8667742,12.62305838,37.41026648,97.25,0
7.72,35,124.26,1.26,0.29,0.4311,19.90607143,0.436846847,0.483873874,24.50130682,14.16362809,35.20605785,99.42,0
7.72,80,124.26,9.35,0,1.1457,21.60993007,0.738303571,2.552946429,75.3405618,13.32042478,42.02229324,100,0
9.17,65,121.36,4.49,1.08,2.4032,29.14737113,0.529533679,1.053471503,140.1025128,4.945738816,26.70536523,97.41,0
9.17,76,121.36,4.85,5.81,0.2361,26.69290123,0.556851852,1.16375,116.5764815,9.216063123,33.37478465,98.71,0
9.17,198,121.36,5.46,1.43,5.3026,29.556,0.393096774,2.156225806,171.0409032,3.018676621,17.53297651,98.09,0
7.72,50,124.26,6.76,1.43,5.4681,29.65571429,0.449720497,1.618322981,169.2539441,2.739793342,9.439305203,98.65,0
7.72,53,124.26,3.98,3.32,4.0481,29.90661376,0.525185185,2.547989418,214.1843915,2.001248058,11.78226045,92.11,0
7.72,75,124.26,4.45,4.36,0.2691,29.87494565,0.362717391,0.849891304,111.7548913,2.560291778,16.92475858,97.25,0
7.72,69,124.26,5.5,0.93,1.6792,28.50288591,0.53875,2.645629139,115.1513158,5.521182587,21.18861648,99.14,0
9.17,52,121.36,9.88,1.3,0.4696,21.93517483,0.392480916,1.287137405,39.5120979,13.33239289,42.62916056,99.3,0
9.17,74,121.36,4.17,0.13,0.6704,16.81769634,0.519745763,0.946949153,34.03126904,14.61466884,44.08831023,100,0
9.17,109,121.36,1.65,1.56,0.5931,21.58533981,0.568823529,0.840980392,69.37864078,13.05168886,29.5245367,96.4,0
7.72,128,124.26,1.51,1.25,1.2415,22.56091429,0.378571429,1.513956044,67.10394595,12.13871924,35.27795199,100,0
9.17,78,121.36,3.98,1,2.9586,30.10877395,0.353409962,0.853793103,113.3472414,1.671967298,19.01841557,97.61,0
9.17,102,121.36,4.73,1.48,2.8431,29.74385827,0.495,2.379488189,146.4648819,2.307976732,12.61767297,98.49,0
9.17,85,121.36,4.37,2.18,2.7412,29.48959108,0.661716418,1.638955224,139.0872119,3.048823516,16.88084764,98.54,0
7.72,6,124.26,1.54,1.72,2.2251,28.4915508,0.224254144,0.592320442,118.9926738,6.533763859,22.07434969,99.04,0
9.17,113,121.36,3.04,0.16,0.4402,20.22876923,0.547837838,1.9305,28.83919598,13.41839104,37.86411834,99.99,0
9.17,75,121.36,7.67,0.26,2.5109,29.52633663,0.823872549,3.175441176,123.069951,2.831330655,23.7464032,100,0
9.17,59,121.36,11.28,0.93,2.9005,29.4856872,0.436398104,5.145721393,222.9465877,2.579378825,17.70572987,98.14,0
9.17,133,121.36,3.86,1.61,4.1003,22.51758621,0.437755906,1.355314961,138.3690038,12.67467526,35.77997774,99.9,0
7.72,52,124.26,2.81,11.07,2.0598,25.12502825,0.260454545,0.740514286,116.3668362,10.99035632,32.40879373,100,0
7.72,52,124.26,3.13,1,1.3234,25.41625698,0.249807692,0.829679487,75.50423913,10.53189922,32.15680176,98.43,0
9.17,179,121.36,4.72,1.82,2.2712,22.44533981,0.442151899,1.668860759,126.2135437,12.83540248,34.53504108,98.36,0
9.17,76,121.36,9.45,3.57,4.1878,29.30648829,0.487391304,1.703277592,140.0684615,4.619354676,13.17638193,99.6,0
9.17,71,121.36,3.18,1.92,1.4276,28.62863158,0.622525253,0.943771044,102.047953,5.105186525,20.97658937,98.72,0
7.72,154,124.26,7.27,3.75,5.6779,28.07018868,0.524874214,2.077106918,177.9895611,6.496422114,19.78882454,98.7,0
9.17,78,121.36,1.76,0.47,2.162,24.49467681,0.502846442,1.044307116,80.67011194,10.88916075,32.39739291,99.6,0
9.17,97,121.36,1.99,0.53,1.5597,24.49467681,0.502846442,1.044307116,80.67011194,10.88916075,32.39739291,99.6,0
9.17,58,121.36,8.69,10.61,3.9792,29.93739583,0.384583333,1.4228125,242.1266146,2.122157968,13.72131396,91.07,0
7.72,49,124.26,1.62,2.35,0.7305,29.95494118,0.641941176,0.688352941,74.32017647,2.504031837,21.16508025,98.47,0
7.72,49,124.26,3.3,3.53,0.6978,17.01791908,0.484693878,2.1212,91.65381503,14.84981447,40.05080662,97.42,0
9.17,53,121.36,3.16,3.57,0.0778,21.67263636,0.395981308,1.273669725,26.34545455,13.32222146,41.43810039,100,0
9.17,80,121.36,9.47,0.29,0.546,24.95198198,0.429074074,0.618981481,49.1981982,10.97195953,31.34105621,97.46,0
9.17,114,121.36,6.01,2.29,5.3603,29.13284644,0.44112782,2.571654135,193.6889888,4.26840369,15.94088458,100,0
9.17,121,121.36,3.86,0.06,1.3338,27.92379061,0.267636364,1.965636364,83.8198917,7.151545875,24.2847335,98.94,0
7.72,53,124.26,1.13,1.36,2.6547,29.83435028,0.259830508,0.530738636,149.9781921,3.405176499,19.36651806,91.9,0
9.17,76,121.36,6.55,4.13,1.011,13.13638298,0.36487013,0.906363636,37.40501792,14.59495286,40.63794188,96.6,0
7.72,62,124.26,1.58,1.72,2.0873,29.96371429,0.143714286,0.706742857,117.9362712,2.83649035,22.67475757,93.52,0
9.17,123,121.36,7.86,3.03,0.2446,9.742732919,0.32675,1.2975,37.88537549,13.9199155,28.64896385,96.4,0
9.17,118,121.4,8.05,2.45,1.1025,23.05941935,0.59989726,2.367739726,109.6352903,12.14796251,37.62121652,99,0
9.17,33,121.36,9.57,5.64,0.4885,29.40915254,0.492259887,2.682372881,112.7583051,3.413326634,15.50344034,98.33,0
9.17,77,121.36,4.88,0.54,2.3438,27.99025,0.34078125,1.3184375,73.0291875,7.239791425,32.67604318,98.11,0
9.17,84,121.36,4.53,1.59,3.7821,29.19908213,0.614951923,2.353605769,188.19,3.673370007,17.65814338,97.54,0
9.17,135,121.36,6.47,1.83,3.1471,28.67162252,0.559615385,1.523786408,100.3781731,5.242065957,19.15962336,96.2,0
7.72,62,124.26,2.02,0.24,0.9767,29.51193548,0.302419355,0.797741935,157.6551613,3.919453307,27.37876093,98.47,0
9.17,51,121.36,2.35,0.58,0.286,5.301333333,0.224133333,0.153733333,38.13333333,10.93435601,14.48512166,85.1,0
9.17,53,121.36,11.15,6.55,6.1604,29.72536765,0.535656934,1.467728938,241.4968978,2.313522548,18.51239658,98.44,0
9.17,131,121.36,9.02,1.31,0.0018,0.654761905,0.028571429,0.080952381,0.857142857,3.000495991,21.18895714,97.1,0
9.17,131,121.36,9.02,1.31,0.0018,0.654761905,0.028571429,0.080952381,0.857142857,3.000495991,21.18895714,97.1,0
9.17,129,121.36,4.35,2.24,4.7851,25.92546667,0.425288889,2.3803125,223.0392,9.374198293,27.12131115,100,0
