1,2,3,4,5,6,7,8,9,10,11,12,13,14
9.17,75,121.36,8.01,0.49,3.2636,29.06808642,0.384382716,3.16962963,202.574321,3.752830407,10.71468335,97.83,0
9.17,128,121.36,7.8,2.47,0.5266,20.51359375,0.389375,0.2503125,95.1875,13.60622528,40.60590623,97.8,0
9.17,66,121.36,0,1.64,3.4163,24.40685714,0.367928571,1.336285714,269.5571429,11.69784615,17.42901262,92.6,0
9.17,98,121.36,2.46,0.63,0.1727,9.362658228,0.126455696,0.696835443,21.86075949,13.64674759,28.70835708,96.6,0
9.17,112,121.36,11.91,0.58,0.8761,21.13146226,0.388878924,0.988858447,35.74430894,12.8793487,41.50235253,100,0
9.17,108,121.36,4.93,0.9,0.441,27.95057692,0.441538462,3.468653846,85.13461538,6.644580989,18.14675833,97.9,0
9.17,82,121.36,3.24,1.45,4.2423,28.96812865,0.451461988,2.726900585,248.0939181,4.025941469,21.49861224,78.88,0
7.72,40,124.26,1.8,1.97,0.4384,29.21901961,0.258431373,0.538823529,86.23568627,3.921989421,22.92761348,87.13,0
7.72,20,124.26,0.9,0.87,1.1074,29.75881944,0.336597222,0.407083333,76.90229167,3.337422165,19.01931399,89.36,0
9.17,90,121.36,3.98,1.48,1.5257,28.29540984,0.368064516,0.857741935,134.0516129,6.47684983,17.46515081,98.24,0
9.17,71,121.36,4.47,0.25,0.0634,25.6885,0.3225,1.25,31.7,8.697425073,14.76798621,99.2,0
9.17,156,121.36,5.76,5,0.8972,28.65908046,0.578390805,3.104597701,118.3958621,5.565899838,11.1325604,97.9,0
7.72,65,124.26,4.9,3.29,0.7493,29.17119658,0.458205128,1.421284404,112.7173729,4.441811948,21.14456942,95.61,0
9.17,52,121.36,7.8,2.65,2.7693,28.99943609,0.768421053,3.063984962,104.1084962,4.176866396,9.968912296,97.53,0
9.17,61,121.36,4,0.76,0.7708,24.53098361,0.342612613,1.574594595,56.31771429,10.65512591,37.36191567,100,0
9.17,40,121.36,11.97,10,0.0517,19.77528736,0.348850575,0.856091954,68.35551724,13.55663957,31.71383132,92.07,0
9.17,39,121.36,4.37,6.67,0.5658,19.77528736,0.348850575,0.856091954,68.35551724,13.55663957,31.71383132,92.07,0
9.17,82,121.36,3.85,0.6,2.7715,29.35701863,0.388509317,2.197204969,172.1640373,3.908364883,27.55826025,98.65,0
7.72,108,124.26,2.2,1.9,5.3811,29.80238889,0.361104972,1.503480663,297.2823757,2.780852199,22.69921808,96.74,0
9.17,112,121.36,6.43,0.87,3.295,27.85539604,0.42029703,2.277178218,163.1289109,6.680527662,19.39258315,98.57,0
9.17,124,121.36,2.11,1.56,1.2629,29.1612069,0.458448276,1.932931034,130.0103419,3.779023834,21.38530205,98.2,0
9.17,109,121.36,7.58,5.67,0.9369,25.22863636,0.606136364,1.683409091,230.9545455,9.490952997,29.94677025,97.1,0
9.17,88,121.36,9.19,0.44,0.098,22.875,0.842857143,3.585714286,122.5,10.65199512,48.34499038,96.7,0
9.17,97,121.36,2.58,1.64,3.1081,29.12287879,0.496590909,1.072007576,118.8673585,5.30290451,30.72469254,97.3,0
7.72,40,124.26,1.68,2.86,0.0169,18.4875,0.325,1.1875,49,13.79258587,3.09845526,92.7,0
7.72,60,124.26,1.45,2.73,0.1095,26.84,0.333333333,0.085555556,126.2222222,6.704015588,16.94814665,55.43,0
9.17,84,121.36,7.12,3.36,2.3954,27.84669811,0.500849057,1.807075472,239.5943396,6.202503906,35.10319066,95.9,0
7.72,58,124.26,2.7,1.48,0.1088,21.48384615,1.7775,2.806842105,8.778790323,12.96474973,28.36990282,98.5,0
9.17,84,121.36,7.8,0.52,1.5095,26.37437788,0.427453704,0.889198113,69.58059908,9.897746129,30.81925673,99.99,0
9.17,105,121.36,3.09,5.62,2.0323,28.99308989,0.299942529,0.934969697,116.8637297,5.322390292,28.21374601,93.1,0
9.17,69,121.36,1.05,7,0.1019,28.365,0.216351351,0.291621622,108.4555405,5.768893973,14.48717011,91.38,0
9.17,47,121.36,5.79,0.63,1.0261,25.98468966,0.402827586,1.832689655,70.76986207,10.11574605,32.65248909,99.04,0
9.17,46,121.36,1.35,1.22,0.7855,21.19175,0.378416667,0.389485981,36.35457249,13.81288142,28.75332723,97.1,0
9.17,119,121.36,1.68,1.52,2.8203,28.62051471,0.578823529,1.032074074,218.9256204,5.110639928,18.14834821,99.1,0
9.17,123,121.36,6.46,5.47,0.0381,7.175833333,0.189583333,0.11625,32.25,12.45559903,36.45589926,89.2,0
9.17,100,121.36,2.41,4.64,2.3506,29.12991379,0.565603448,0.594141414,204.7696581,4.534269414,21.37588706,93.33,0
9.17,89,121.36,7.51,0.5,1.083,29.663125,0.442827225,2.072198953,56.42682292,3.520675451,10.96568859,98.54,0
7.72,62,124.26,2.51,0.63,0.4198,28.66613636,0.316666667,1.045444444,65.46897959,4.179316457,24.87237279,97.49,0
9.17,76,121.36,6.33,0.58,0.3121,20.80490385,0.341444444,2.663777778,23.82419847,13.36157569,46.52198616,100,0
9.17,74,121.36,3.27,0.16,1.2203,29.23628743,0.643571429,0.688154762,72.62845238,3.888403285,18.09906172,93.63,0
9.17,77,121.36,3.27,0.16,1.2203,29.23628743,0.643571429,0.688154762,72.62845238,3.888403285,18.09906172,93.63,0
9.17,54,121.36,8.69,4.23,0.1278,12.06225,0.317647059,0.791176471,27.32615385,14.1469715,46.1745283,98.99,0
9.17,84,121.36,3.97,0.18,2.3678,28.32629834,0.499889503,1.241436464,130.0982967,5.630611581,13.87040558,97.56,0
7.72,81,124.26,2.51,0.51,0.328,29.13533333,0.313333333,0.583777778,71.31565217,5.228008747,15.32700565,98.38,0
9.17,150,121.36,7.95,1.07,2.7798,28.90405172,0.426077586,1.783363229,118.792265,4.485768159,32.91989203,97.23,0
9.17,50,121.36,3.53,2.06,0.068,4.012692308,0.078846154,0.376923077,13.13461538,9.620173884,18.513111,96.3,0
9.17,53,121.36,8.06,3.78,1.4516,27.87835616,0.481741071,0.527321429,110.911875,6.910632948,27.2288572,100,0
9.17,113,121.36,9.43,1.14,3.0727,29.59066667,0.467285714,1.634428571,147.6475238,3.0197385,10.34452374,98.07,0
9.17,76,121.36,2.34,2.03,0.0075,5.744590164,0.155833333,0.103,17.13114754,11.33873223,27.27412611,82.5,0
9.17,76,121.36,5.19,3.56,1.4988,29.04929936,0.43068323,1.430496894,131.6768712,3.942648809,23.02032003,100,0
9.17,118,121.36,6.28,0.55,1.699,29.25817073,0.402515337,1.005864198,117.4769512,3.691472391,27.57819395,100,0
9.17,50,121.36,3.76,0.62,0.7665,19.35775701,0.468,0.5066,38.51758794,13.94580686,37.28850379,93.8,0
